Check Number,Check Category,Check Description,Check Query,Check Table Name,Check Column Name,Check Status,Rows Scanned,Rows Failed,Check Run Date,Remarks
3407,consistency,Check for consistency,SELECT * FROM payments WHERE condition,purchase_transactions,column_1,pass,51,5,2023-03-27 01:47:22,Remark
9796,accuracy,Check for accuracy,SELECT * FROM product_webinars WHERE condition,subscribers,column_5,pass,824,191,2023-06-20 05:53:43,Remark
7513,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,sales,column_9,pass,709,127,2023-11-10 09:00:13,Remark
9571,consistency,Check for consistency,SELECT * FROM sales WHERE condition,admins,column_5,fail,928,310,2023-03-22 07:51:16,
1779,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,payments,column_5,fail,802,49,2023-02-11 13:02:56,
8915,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,admins,column_3,pass,115,97,2023-03-20 00:24:25,
3640,consistency,Check for consistency,SELECT * FROM products WHERE condition,payments,column_8,fail,106,46,2023-06-14 18:34:17,
23,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,invoice_payments,column_10,pass,936,606,2023-10-03 10:54:50,
6394,completeness,Check for completeness,SELECT * FROM admins WHERE condition,product_webinars,column_9,pass,888,733,2023-03-21 07:10:58,Remark
3709,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,discounts,column_1,fail,998,619,2023-09-22 20:05:03,Remark
689,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,payments,column_6,pass,30,10,2023-11-17 21:22:19,Remark
1199,datafreshness,Check for datafreshness,SELECT * FROM invoice_payments WHERE condition,refunds,column_7,fail,587,550,2023-03-11 06:34:42,
275,uniqueness,Check for uniqueness,SELECT * FROM sales WHERE condition,admins,column_4,fail,298,155,2023-04-23 18:09:56,
5751,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,sales,column_1,pass,923,479,2023-01-19 06:16:26,
1405,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,invoices,column_2,pass,842,82,2023-03-28 23:21:08,
5127,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,invoice_payments,column_10,fail,25,17,2023-11-18 19:14:14,Remark
6622,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,users,column_4,fail,359,164,2023-03-08 06:44:16,Remark
3117,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,invoice_payments,column_1,fail,909,788,2023-08-24 00:30:44,
4898,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,users,column_7,fail,254,4,2023-01-16 11:59:32,
7416,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,payments,column_10,fail,305,200,2023-07-14 20:53:47,
8403,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,invoices,column_5,pass,866,374,2023-08-12 21:17:10,Remark
9263,completeness,Check for completeness,SELECT * FROM payments WHERE condition,admins,column_5,fail,538,299,2023-04-17 09:18:45,Remark
7950,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,sales,column_7,pass,1000,665,2023-03-10 05:47:18,
4493,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,product_webinars,column_8,fail,719,633,2023-10-30 00:41:35,Remark
3448,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,purchase_transactions,column_2,pass,629,489,2023-05-01 08:14:34,
364,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,discounts,column_4,fail,666,328,2023-07-15 03:12:18,
1492,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,admins,column_8,fail,903,61,2023-05-01 05:00:18,Remark
6079,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,orders,column_9,pass,652,50,2023-06-24 13:27:42,
4096,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,discounts,column_1,fail,113,49,2023-05-11 20:09:48,Remark
5662,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,subscribers,column_8,pass,425,80,2023-03-31 17:25:31,
6123,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,products,column_2,fail,266,66,2023-10-12 06:50:44,Remark
593,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,invoices,column_5,pass,84,58,2023-02-14 00:11:39,Remark
5259,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,product_webinars,column_2,pass,209,56,2023-05-21 23:33:36,
6112,completeness,Check for completeness,SELECT * FROM payments WHERE condition,invoices,column_4,pass,691,387,2023-04-10 15:52:52,Remark
6347,completeness,Check for completeness,SELECT * FROM sales WHERE condition,discounts,column_1,pass,952,599,2023-11-16 01:37:25,
3732,datafreshness,Check for datafreshness,SELECT * FROM users WHERE condition,product_webinars,column_3,fail,944,677,2023-03-08 22:57:19,
9570,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,discounts,column_8,fail,883,567,2023-04-03 16:21:14,Remark
1964,consistency,Check for consistency,SELECT * FROM payments WHERE condition,orders,column_3,fail,529,488,2023-04-29 20:42:05,Remark
4834,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,payments,column_3,fail,490,402,2023-03-05 10:30:29,
7053,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,payments,column_6,fail,474,347,2023-02-21 10:03:02,Remark
6174,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,admins,column_4,pass,262,25,2023-09-13 13:47:37,Remark
9447,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,refunds,column_10,pass,29,0,2023-08-20 20:02:41,Remark
2883,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,invoices,column_6,pass,726,306,2023-06-02 02:20:08,
6213,uniqueness,Check for uniqueness,SELECT * FROM admins WHERE condition,purchase_transactions,column_4,pass,169,154,2023-06-22 04:54:54,Remark
5146,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,admins,column_3,pass,753,289,2023-06-25 18:45:05,
2238,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,payments,column_9,fail,788,695,2023-06-09 08:27:08,Remark
1108,completeness,Check for completeness,SELECT * FROM products WHERE condition,users,column_2,pass,140,65,2023-04-18 09:13:23,
3922,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,purchase_transactions,column_9,pass,884,773,2023-04-02 04:58:19,
8430,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,products,column_6,pass,405,240,2023-07-12 11:11:31,
7331,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,admins,column_5,pass,124,66,2023-10-10 15:22:47,Remark
6795,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,invoices,column_6,pass,100,98,2023-02-28 11:16:17,
8110,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,users,column_8,pass,539,492,2023-02-20 06:49:54,
3900,consistency,Check for consistency,SELECT * FROM payments WHERE condition,refunds,column_1,fail,358,246,2023-05-01 06:16:50,Remark
9257,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,sales,column_5,fail,909,75,2023-09-25 21:40:23,Remark
5213,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,invoice_payments,column_7,pass,765,123,2023-09-24 12:12:54,
2513,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,purchase_transactions,column_4,pass,82,71,2023-02-10 01:36:04,Remark
6981,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,purchase_transactions,column_8,pass,783,241,2023-04-17 02:03:20,Remark
6779,completeness,Check for completeness,SELECT * FROM users WHERE condition,sales,column_2,pass,321,291,2023-11-20 03:02:18,
860,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,invoice_payments,column_5,pass,671,528,2023-11-07 11:02:20,Remark
9057,consistency,Check for consistency,SELECT * FROM payments WHERE condition,orders,column_10,fail,903,386,2023-11-14 06:17:14,
1324,completeness,Check for completeness,SELECT * FROM admins WHERE condition,admins,column_7,fail,696,337,2023-04-24 19:25:50,Remark
5424,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,users,column_7,pass,323,37,2023-02-21 05:48:15,
8665,consistency,Check for consistency,SELECT * FROM products WHERE condition,invoices,column_10,pass,456,366,2023-06-21 08:40:19,
8222,uniqueness,Check for uniqueness,SELECT * FROM sales WHERE condition,refunds,column_10,pass,840,468,2023-09-04 23:28:06,Remark
8964,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,payments,column_1,pass,282,205,2023-09-26 15:48:29,
3592,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,invoice_payments,column_10,fail,885,609,2023-07-15 08:10:54,
2392,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,payments,column_2,pass,245,149,2023-02-14 17:39:20,
678,consistency,Check for consistency,SELECT * FROM payments WHERE condition,orders,column_4,fail,417,270,2023-06-08 13:59:23,
6049,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,purchase_transactions,column_7,pass,524,333,2023-01-21 05:23:55,
797,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,admins,column_1,pass,111,47,2023-05-17 23:22:51,Remark
2812,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,subscribers,column_4,pass,96,15,2023-06-11 05:42:35,
8159,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,products,column_9,pass,782,0,2023-10-05 13:32:45,
286,uniqueness,Check for uniqueness,SELECT * FROM orders WHERE condition,payments,column_6,pass,88,64,2023-07-22 21:38:57,Remark
2105,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,subscribers,column_2,fail,712,4,2023-10-12 13:56:50,Remark
9051,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,refunds,column_6,fail,722,314,2023-01-21 22:16:22,
8086,consistency,Check for consistency,SELECT * FROM sales WHERE condition,discounts,column_1,pass,257,116,2023-02-16 11:25:35,
3123,datafreshness,Check for datafreshness,SELECT * FROM invoices WHERE condition,subscribers,column_5,fail,916,738,2023-07-05 17:30:19,Remark
3502,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,users,column_4,fail,760,170,2023-04-30 10:11:33,
549,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,subscribers,column_9,fail,219,33,2023-04-24 21:02:41,
2125,accuracy,Check for accuracy,SELECT * FROM purchase_transactions WHERE condition,users,column_3,pass,544,112,2023-02-13 03:28:03,
1951,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,refunds,column_5,pass,452,52,2023-03-16 01:03:02,
3823,consistency,Check for consistency,SELECT * FROM users WHERE condition,refunds,column_8,fail,893,297,2023-08-20 05:12:31,
8365,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,purchase_transactions,column_2,pass,123,70,2023-02-26 06:52:25,Remark
2554,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,users,column_5,pass,122,33,2023-04-11 04:07:14,Remark
7952,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,discounts,column_10,fail,922,467,2023-04-28 11:38:52,Remark
3592,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,subscribers,column_2,fail,402,102,2023-02-17 09:45:09,Remark
9221,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,admins,column_1,pass,22,22,2023-06-08 02:24:37,Remark
3292,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,subscribers,column_2,pass,888,741,2023-07-10 20:12:16,Remark
5017,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,refunds,column_5,fail,594,158,2023-09-02 00:10:14,
273,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,users,column_6,fail,543,478,2023-11-21 16:20:33,Remark
3322,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,purchase_transactions,column_9,fail,674,672,2023-06-27 21:57:17,Remark
9344,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,refunds,column_2,pass,294,87,2023-09-05 00:00:21,Remark
4219,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,refunds,column_2,fail,446,155,2023-10-19 09:05:46,Remark
45,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,product_webinars,column_5,pass,14,12,2023-08-24 15:08:30,Remark
1597,uniqueness,Check for uniqueness,SELECT * FROM admins WHERE condition,invoice_payments,column_6,fail,950,374,2023-10-08 23:48:20,Remark
3445,completeness,Check for completeness,SELECT * FROM users WHERE condition,users,column_2,fail,113,53,2023-05-11 12:49:19,
5574,completeness,Check for completeness,SELECT * FROM admins WHERE condition,purchase_transactions,column_6,pass,321,173,2023-02-02 15:40:30,Remark
5613,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,invoices,column_3,fail,599,405,2023-03-27 17:23:43,
3767,completeness,Check for completeness,SELECT * FROM products WHERE condition,discounts,column_3,fail,954,141,2023-04-18 05:01:25,
155,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,purchase_transactions,column_2,fail,653,60,2023-04-17 05:07:37,
7983,consistency,Check for consistency,SELECT * FROM payments WHERE condition,purchase_transactions,column_2,pass,269,251,2023-07-01 20:05:03,Remark
6892,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,product_webinars,column_3,pass,794,120,2023-02-18 21:51:08,Remark
4459,accuracy,Check for accuracy,SELECT * FROM product_webinars WHERE condition,refunds,column_5,pass,721,484,2023-06-11 02:00:27,
6126,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,invoice_payments,column_6,pass,266,111,2023-02-08 04:53:14,Remark
6335,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,products,column_2,pass,952,861,2023-08-05 23:02:48,
2708,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,refunds,column_6,fail,37,8,2023-11-03 16:43:07,
6029,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,discounts,column_10,fail,719,642,2023-11-16 04:31:40,Remark
2932,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,invoices,column_3,pass,451,227,2023-02-16 17:31:38,Remark
7747,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,products,column_7,pass,283,65,2023-08-18 19:32:20,Remark
7314,accuracy,Check for accuracy,SELECT * FROM discounts WHERE condition,purchase_transactions,column_7,fail,509,242,2023-06-25 04:28:27,Remark
9301,completeness,Check for completeness,SELECT * FROM sales WHERE condition,sales,column_2,pass,926,252,2023-09-25 01:40:58,Remark
7230,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,products,column_1,pass,146,105,2023-11-24 15:45:04,Remark
2731,completeness,Check for completeness,SELECT * FROM orders WHERE condition,payments,column_8,fail,174,24,2023-05-22 22:58:09,
7465,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,orders,column_6,pass,891,707,2023-02-14 11:48:42,Remark
5111,completeness,Check for completeness,SELECT * FROM orders WHERE condition,refunds,column_4,fail,484,364,2023-08-05 07:23:10,
4416,uniqueness,Check for uniqueness,SELECT * FROM refunds WHERE condition,sales,column_5,fail,553,391,2023-04-23 01:56:06,Remark
1306,uniqueness,Check for uniqueness,SELECT * FROM admins WHERE condition,payments,column_5,fail,22,7,2023-11-10 13:56:52,
1798,accuracy,Check for accuracy,SELECT * FROM purchase_transactions WHERE condition,subscribers,column_3,fail,41,6,2023-11-14 02:51:48,
